set,config,tns_name,ztf_oid,obj_type,disc_mag,n_alerts_pre_cutoff,recovered,channel,reason,amp,ptp_band,neg_frac,hist_span_days,lead_days_vs_report,lead_days_this_episode
DCAP_group195,M1_baseline,AT 2026wtb,ZTF26ablduxl,,17.28,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.89"" away",5.194,,0.0,0.04,0.493,0.493
DCAP_group195,M1_baseline,AT 2026wjj,ZTF26abkouly,CV,14.55,2,False,,"only 0 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026wht,ZTF26abkbfhh,,18.98,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026stb,ZTF26abfokua,Nova,15.06,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.16"" away [galactic plane]",7.285,,0.0,0.1,0.838,0.838
DCAP_group195,M1_baseline,AT 2026rdg,ZTF26abemjfk,Nova,12.53,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.66"" away [galactic plane]",8.544,,0.0,0.05,0.246,0.246
DCAP_group195,M1_baseline,AT 2026rdb,ZTF26abdwwxf,,20.58,2,True,A2_nova_like,"no PS1 source within 3.0""",0.805,0.084,0.0,7.04,4.835,4.835
DCAP_group195,M1_baseline,AT 2026rcs,ZTF18abivrfu,,17.07,20,True,A1_cv_outburst,"outburst on a PS1 point source 0.07"" away [galactic plane]",1.127,2.675,0.0,1061.98,1839.721,1.675
DCAP_group195,M1_baseline,AT 2026qre,ZTF26abbhawe,,20.56,3,True,C_faint_residue,faint residue at mag 20.23,0.498,0.269,0.0,1.98,15.91,15.91
DCAP_group195,M1_baseline,AT 2026qqz,ZTF26abckjvu,,19.25,9,True,A1_cv_outburst,"outburst on a PS1 point source 0.13"" away [galactic plane]",1.911,1.31,0.0,4.05,9.775,9.775
DCAP_group195,M1_baseline,AT 2026qpc,ZTF26abecjxu,,17.21,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.04"" away [galactic plane]",4.193,,0.0,1.92,0.079,0.079
DCAP_group195,M1_baseline,AT 2026qjj,ZTF26abebhvt,,15.19,3,True,A1_cv_outburst,"outburst on a PS1 point source 1.48"" away [galactic plane]",5.375,0.225,0.0,1.03,0.32,0.32
DCAP_group195,M1_baseline,AT 2026qij,ZTF26abeboii,,15.76,3,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",6.711,0.085,0.0,495.87,0.914,0.914
DCAP_group195,M1_baseline,AT 2026qdy,ZTF26abdvnkt,,18.94,3,True,A1_cv_outburst,"outburst on a PS1 point source 0.07"" away [galactic plane]",4.655,1.503,0.0,0.94,0.378,0.378
DCAP_group195,M1_baseline,AT 2026pyp,ZTF26abdgzsu,,17.32,3,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",3.795,1.96,0.0,0.9,0.404,0.404
DCAP_group195,M1_baseline,AT 2026pvw,ZTF26abaohie,,17.01,8,True,A1_cv_outburst,"outburst on a PS1 point source 0.15"" away [galactic plane]",-0.133,1.309,0.0,0.98,12.734,12.734
DCAP_group195,M1_baseline,SN 2026plj,ZTF26abcfeco,SN Ia,20.38,2,True,A2_nova_like,"no PS1 source within 3.0""",0.537,0.279,0.0,1.07,0.44,0.44
DCAP_group195,M1_baseline,AT 2026oww,ZTF26abamsxi,,19.44,6,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,M1_baseline,AT 2026mla,ZTF18abuzkad,,19.82,30,True,A1_cv_outburst,"outburst on a PS1 point source 0.09"" away [galactic plane]",-0.11,1.421,0.0,987.23,1814.87,
DCAP_group195,M1_baseline,AT 2026mkz,ZTF19abbykdf,,18.98,26,True,A1_cv_outburst,"outburst on a PS1 point source 1.54"" away [galactic plane]",1.242,1.005,0.0,303.02,2209.783,0.877
DCAP_group195,M1_baseline,AT 2026mky,ZTF22abeyply,,19.79,4,True,A1_cv_outburst,"outburst on a PS1 point source 2.37"" away [galactic plane]",2.314,0.195,0.0,0.07,1348.94,0.803
DCAP_group195,M1_baseline,AT 2026mkx,ZTF19abitqxu,,18.11,38,True,A1_cv_outburst,"outburst on a PS1 point source 1.70"" away [galactic plane]",0.784,1.505,0.0,320.92,2164.974,4.865
DCAP_group195,M1_baseline,AT 2026mkw,ZTF19abfxbro,,19.71,15,True,A1_cv_outburst,"outburst on a PS1 point source 2.49"" away [galactic plane]",2.709,0.929,0.0,826.89,1671.067,4.832
DCAP_group195,M1_baseline,SN 2026mkv,ZTF26aawilct,SN Ia,20.45,2,False,,clean detections span 0.0188 d < 0.02083 d -- cannot exclude a mover,,,,,,
DCAP_group195,M1_baseline,AT 2026mkq,ZTF22aaqhibw,,19.93,10,True,A1_cv_outburst,"outburst on a PS1 point source 2.00"" away [galactic plane]",2.701,0.557,0.0,680.09,736.759,4.776
DCAP_group195,M1_baseline,SN 2026mkp,ZTF26aawgeks,SN II,20.49,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.84"" away",2.329,,0.0,4.06,0.711,0.711
DCAP_group195,M1_baseline,SN 2026mko,ZTF26aawjywa,SN Ia,20.31,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026mjy,ZTF26aavbydp,,18.5,4,True,C_faint_residue,faint residue at mag 20.38,-1.044,0.085,0.0,4.94,0.39,0.39
DCAP_group195,M1_baseline,SN 2026mjw,ZTF26aauwxfw,SN Ia,19.53,5,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,M1_baseline,AT 2026mjv,ZTF26aavkkap,,20.47,2,True,A2_nova_like,"no PS1 source within 3.0""",1.91,0.164,0.0,4.94,0.249,0.249
DCAP_group195,M1_baseline,AT 2026mju,,,17.08,0,False,,no Fink alerts at all,,,,,,
DCAP_group195,M1_baseline,AT 2026mjt,ZTF26aawgeif,,19.07,2,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",3.317,,0.0,1860.98,0.174,0.174
DCAP_group195,M1_baseline,AT 2026mjs,ZTF26aavtfji,,18.99,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026mjp,ZTF26aavtzdh,,20.46,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026mhn,ZTF26aawcshf,CV,15.84,0,False,,no alerts before the cutoff,,,,,,
DCAP_group195,M1_baseline,AT 2026mep,ZTF26aavfucz,,20.07,2,True,A2_nova_like,"no PS1 source within 3.0""",-1.169,0.117,0.0,2.02,1.364,1.364
DCAP_group195,M1_baseline,AT 2026meo,ZTF26aavmqus,,20.2,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026men,ZTF26aavnmxq,,20.58,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026mem,ZTF26aauuqgi,,19.8,3,True,A2_nova_like,"no PS1 source within 3.0""",-1.445,,0.0,3.02,1.365,1.365
DCAP_group195,M1_baseline,AT 2026mel,ZTF26aavejdk,,20.39,2,True,A2_nova_like,"no PS1 source within 3.0""",-0.952,,0.0,1.03,2.131,2.131
DCAP_group195,M1_baseline,AT 2026mek,ZTF26aavbxof,,20.29,3,True,C_faint_residue,faint residue at mag 20.20,-0.608,0.095,0.0,1.05,2.191,2.191
DCAP_group195,M1_baseline,AT 2026mej,ZTF26aavejfx,,20.12,3,True,A1_cv_outburst,"outburst on a PS1 point source 2.79"" away",-0.779,0.121,0.0,1.07,2.129,2.129
DCAP_group195,M1_baseline,AT 2026mcc,ZTF26aavqdbg,,16.89,4,False,,clean detections span 0.0208 d < 0.02083 d -- cannot exclude a mover,,,,,,
DCAP_group195,M1_baseline,AT 2026mbe,ZTF20abkfgtl,,18.22,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.63"" away [galactic plane]",0.122,,0.0,2129.25,1.796,1.796
DCAP_group195,M1_baseline,AT 2026mbd,ZTF21abgyejm,,18,18,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",0.135,1.697,0.0,0.05,1788.745,2.749
DCAP_group195,M1_baseline,SN 2026mbc,ZTF26aattefl,SN Ia,17.55,6,False,,SIMBAD says Galaxy (known variable or host),,,,,,
DCAP_group195,M1_baseline,AT 2026lvk,ZTF26aaveiqd,,17.05,4,True,A1_cv_outburst,"outburst on a PS1 point source 2.26"" away [galactic plane]",5.082,0.428,0.0,0.07,1.893,1.893
DCAP_group195,M1_baseline,AT 2026lvj,ZTF26aauxipq,,18.74,6,True,A1_cv_outburst,"outburst on a PS1 point source 2.17"" away [galactic plane]",3.368,0.402,0.0,0.1,2.884,2.884
DCAP_group195,M1_baseline,AT 2026lvi,ZTF26aaveohb,,19.062,4,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.307,0.201,0.0,0.04,1.889,1.889
DCAP_group195,M1_baseline,AT 2026lvh,ZTF26aauvlnd,,20.085,4,True,A2_nova_like,"no PS1 source within 3.0""",2.897,0.087,0.0,2.04,1.073,1.073
DCAP_group195,M1_baseline,AT 2026lrg,ZTF26aauykmw,,18.4,2,True,A1_cv_outburst,"outburst on a PS1 point source 1.41"" away [galactic plane]",1.89,0.006,0.0,1.0,0.205,0.205
DCAP_group195,M1_baseline,AT 2026lrf,ZTF26aauxbmc,,19.994,3,True,A2_nova_like,"no PS1 source within 3.0""",-0.137,0.114,0.0,1.0,0.287,0.287
DCAP_group195,M1_baseline,AT 2026lre,ZTF26aavdewg,,19.294,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026lqi,ZTF26aauuyto,,18.876,2,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,M1_baseline,AT 2026lqf,ZTF26aauwlml,,19.909,2,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,SN 2026lqc,,SN Ia,19.424,0,False,,no Fink alerts at all,,,,,,
DCAP_group195,M1_baseline,AT 2026lqb,ZTF26aauvezp,,19.818,4,True,A2_nova_like,"no PS1 source within 3.0""",1.03,0.142,0.0,0.11,1.058,1.058
DCAP_group195,M1_baseline,AT 2026lpy,,,19.606,0,False,,no Fink alerts at all,,,,,,
DCAP_group195,M1_baseline,AT 2026lof,ZTF26aausreg,,17.785,3,True,A1_cv_outburst,"outburst on a PS1 point source 2.78"" away [galactic plane]",3.986,0.699,0.0,0.03,5.078,5.078
DCAP_group195,M1_baseline,SN 2026loe,ZTF26aauxhbp,SN Ia,17.309,2,False,,SIMBAD says Galaxy (known variable or host),,,,,,
DCAP_group195,M1_baseline,AT 2026lio,ZTF21abapsvz,,17.465,22,True,A1_cv_outburst,"outburst on a PS1 point source 0.04"" away [galactic plane]",3.097,2.067,0.0,856.75,963.413,4.126
DCAP_group195,M1_baseline,AT 2026lin,ZTF19abdoomx,,18.394,7,True,A1_cv_outburst,"outburst on a PS1 point source 0.19"" away [galactic plane]",1.437,1.119,0.0,754.07,1742.233,2.167
DCAP_group195,M1_baseline,AT 2026lim,ZTF19aanyknt,,19.503,19,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",3.837,1.28,0.0,718.04,1873.078,2.125
DCAP_group195,M1_baseline,AT 2026lik,ZTF26aauopgl,,18.527,4,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.339,0.45,0.0,0.14,4.085,4.085
DCAP_group195,M1_baseline,SN 2026lij,,SN Ia,18.198,0,False,,no Fink alerts at all,,,,,,
DCAP_group195,M1_baseline,AT 2026lii,ZTF26aaumwah,,19.494,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026lih,ZTF26aaumvqv,,17.636,4,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.243,0.539,0.0,1.04,4.091,4.091
DCAP_group195,M1_baseline,AT 2026ldc,ZTF26aaunaud,,17.844,2,True,A1_cv_outburst,"outburst on a PS1 point source 1.74"" away [galactic plane]",3.464,0.651,0.0,0.91,0.16,0.16
DCAP_group195,M1_baseline,SN 2026lda,ZTF26aaupgtw,SN Ia,19.207,2,False,,clean detections span 0.0019 d < 0.02083 d -- cannot exclude a mover,,,,,,
DCAP_group195,M1_baseline,AT 2026lcw,ZTF26aaujiyq,,16.998,3,True,A2_nova_like,"no PS1 source within 3.0""",5.326,,0.0,2.02,0.072,0.072
DCAP_group195,M1_baseline,AT 2026lck,ZTF26aatyimr,Nova,15.89,6,False,,already catalogued in VSX: YSO:,,,,,,
DCAP_group195,M1_baseline,AT 2026lcd,ZTF19aarylmo,,18.315,8,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,M1_baseline,AT 2026lcc,ZTF18abinavx,,18.276,40,True,A1_cv_outburst,"outburst on a PS1 point source 0.04"" away [galactic plane]",0.51,1.387,0.0,816.83,2022.51,
DCAP_group195,M1_baseline,AT 2026lcb,ZTF19aarxyqx,,18.065,30,True,A1_cv_outburst,"outburst on a PS1 point source 0.24"" away [galactic plane]",2.091,1.353,0.0,863.85,1697.372,11.12
DCAP_group195,M1_baseline,AT 2026lby,ZTF20abyleuc,,19.107,10,True,A1_cv_outburst,"outburst on a PS1 point source 2.73"" away [galactic plane]",1.566,0.625,0.0,0.06,2062.335,0.109
DCAP_group195,M1_baseline,AT 2026lbb,ZTF19abzhvcx,,19.101,7,True,A1_cv_outburst,"outburst on a PS1 point source 2.39"" away [galactic plane]",0.079,0.558,0.0,2041.35,374.116,0.165
DCAP_group195,M1_baseline,AT 2026kzs,ZTF26aaszapy,,19.663,3,True,A1_cv_outburst,"outburst on a PS1 point source 0.34"" away",0.38,0.315,0.0,16.02,5.337,5.337
DCAP_group195,M1_baseline,AT 2026kzr,ZTF18abntybr,,18.725,28,True,A1_cv_outburst,"outburst on a PS1 point source 1.57"" away [galactic plane]",0.563,1.912,0.0,818.8,1991.458,
DCAP_group195,M1_baseline,AT 2026kzq,ZTF22abinvnz,,19.645,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.92"" away [galactic plane]",-1.354,,0.0,1296.31,13.134,
DCAP_group195,M1_baseline,SN 2026kza,ZTF26aatuoje,SN Ia,19.353,2,False,,"no channel: bright, off-plane, extended non-stellar association",,,,,,
DCAP_group195,M1_baseline,AT 2026kqi,ZTF21abibmiq,,17.442,12,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,M1_baseline,AT 2026kqh,ZTF19aargjjc,,18.59,18,True,D_galactic_plane,"|b| = 10.2 deg, extended association 0.16""",2.365,0.853,0.0,735.0,1826.173,0.144
DCAP_group195,M1_baseline,AT 2026kpi,ZTF26aaubjut,,17.69,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026kmn,ZTF18abbcyzn,,18.342,41,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.247,1.364,0.0,738.94,2130.299,8.167
DCAP_group195,M1_baseline,AT 2026kml,ZTF18abcgxgn,,19.221,17,True,A1_cv_outburst,"outburst on a PS1 point source 0.21"" away [galactic plane]",-0.26,1.011,0.0,749.96,2115.27,
DCAP_group195,M1_baseline,AT 2026kgm,ZTF20aavzwoe,,19.124,13,True,A1_cv_outburst,"outburst on a PS1 point source 2.66"" away [galactic plane]",0.559,0.835,0.0,0.04,2188.158,3.118
DCAP_group195,M1_baseline,AT 2026kgl,ZTF26aatgqfj,,20.038,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026kgg,ZTF26aaswshk,,19.297,2,True,C_faint_residue,faint residue at mag 20.12,0.445,0.269,0.0,1.04,4.214,4.214
DCAP_group195,M1_baseline,AT 2026kgf,ZTF26aatczsn,,19.825,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026kge,ZTF26aatgpuf,,17.647,2,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",3.064,,0.0,0.04,3.071,3.071
DCAP_group195,M1_baseline,AT 2026kgd,ZTF20aciwari,,16.784,5,True,A2_nova_like,"no PS1 source within 3.0""",5.794,0.648,0.0,2011.42,4.032,4.032
DCAP_group195,M1_baseline,AT 2026kgc,ZTF18adlvryk,,18.635,2,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",3.47,,0.0,2814.14,3.09,3.09
DCAP_group195,M1_baseline,AT 2026kgb,ZTF26aasjnoi,,16.308,5,True,A1_cv_outburst,"outburst on a PS1 point source 0.05"" away [galactic plane]",1.731,1.521,0.0,5.08,6.074,6.074
DCAP_group195,M1_baseline,AT 2026kga,ZTF26aasnszc,,19.507,2,True,A2_nova_like,"no PS1 source within 3.0""",1.825,0.047,0.0,4.01,3.124,3.124
DCAP_group195,M1_baseline,AT 2026jim,ZTF26aaqoszd,,17.909,15,True,A2_nova_like,"no PS1 source within 3.0""",1.303,0.286,0.0,7.99,6.89,6.89
DCAP_group195,M1_baseline,AT 2026jic,ZTF18abqazsf,,18.174,25,True,A2_nova_like,"no PS1 source within 3.0""",4.001,1.576,0.0,1629.31,1156.065,36.051
DCAP_group195,M1_baseline,AT 2026jia,ZTF19aaprdlk,,17.938,7,True,A1_cv_outburst,"outburst on a PS1 point source 0.40"" away [galactic plane]",1.325,1.359,0.0,1257.72,1301.387,12.075
DCAP_group195,M1_baseline,AT 2026jez,ZTF26aarbcko,,17.507,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026jeu,ZTF26aargtko,,17.65,9,True,A2_nova_like,"no PS1 source within 3.0""",4.0,0.417,0.0,2.02,3.138,3.138
DCAP_group195,M1_baseline,AT 2026ilw,ZTF26aarccgh,,19.556,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,M1_baseline,AT 2026ilr,ZTF26aaljvgt,,18.661,3,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.059,0.31,0.0,6.99,18.078,18.078
DCAP_group195,M1_baseline,AT 2026ilm,ZTF26aakkucp,,17.38,14,True,A2_nova_like,"no PS1 source within 3.0""",5.504,1.802,0.0,1.0,24.004,24.004
DCAP_group195,M1_baseline,AT 2026ikp,ZTF26aajqcht,,15.011,14,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",7.206,1.563,0.0,3.0,26.984,26.984
DCAP_group195,fix_a_amplitude_flat,AT 2026wtb,ZTF26ablduxl,,17.28,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.89"" away",5.194,,0.0,0.04,0.493,0.493
DCAP_group195,fix_a_amplitude_flat,AT 2026wjj,ZTF26abkouly,CV,14.55,2,False,,"only 0 clean detection(s), need 2",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026wht,ZTF26abkbfhh,,18.98,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026stb,ZTF26abfokua,Nova,15.06,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.16"" away [galactic plane]",7.285,,0.0,0.1,0.838,0.838
DCAP_group195,fix_a_amplitude_flat,AT 2026rdg,ZTF26abemjfk,Nova,12.53,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.66"" away [galactic plane]",8.544,,0.0,0.05,0.246,0.246
DCAP_group195,fix_a_amplitude_flat,AT 2026rdb,ZTF26abdwwxf,,20.58,2,True,A2_nova_like,"no PS1 source within 3.0""",0.805,0.084,0.0,7.04,4.835,4.835
DCAP_group195,fix_a_amplitude_flat,AT 2026rcs,ZTF18abivrfu,,17.07,20,True,A1_cv_outburst,"outburst on a PS1 point source 0.07"" away [galactic plane]",1.127,2.675,0.0,1061.98,1839.721,1.675
DCAP_group195,fix_a_amplitude_flat,AT 2026qre,ZTF26abbhawe,,20.56,3,False,,per-band amplitude 0.50 mag above quiescence < 1.0 -- not an outburst,0.498,0.269,0.0,1.98,,
DCAP_group195,fix_a_amplitude_flat,AT 2026qqz,ZTF26abckjvu,,19.25,9,True,A1_cv_outburst,"outburst on a PS1 point source 0.13"" away [galactic plane]",1.911,1.31,0.0,4.05,9.775,9.775
DCAP_group195,fix_a_amplitude_flat,AT 2026qpc,ZTF26abecjxu,,17.21,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.04"" away [galactic plane]",4.193,,0.0,1.92,0.079,0.079
DCAP_group195,fix_a_amplitude_flat,AT 2026qjj,ZTF26abebhvt,,15.19,3,True,A1_cv_outburst,"outburst on a PS1 point source 1.48"" away [galactic plane]",5.375,0.225,0.0,1.03,0.32,0.32
DCAP_group195,fix_a_amplitude_flat,AT 2026qij,ZTF26abeboii,,15.76,3,False,,"channel A2_nova_like but ZTF has been detecting this position for 496 d (> 90 d) -- not a new source, a reference-image hole",6.711,0.085,0.0,495.87,,
DCAP_group195,fix_a_amplitude_flat,AT 2026qdy,ZTF26abdvnkt,,18.94,3,True,A1_cv_outburst,"outburst on a PS1 point source 0.07"" away [galactic plane]",4.655,1.503,0.0,0.94,0.378,0.378
DCAP_group195,fix_a_amplitude_flat,AT 2026pyp,ZTF26abdgzsu,,17.32,3,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",3.795,1.96,0.0,0.9,0.404,0.404
DCAP_group195,fix_a_amplitude_flat,AT 2026pvw,ZTF26abaohie,,17.01,8,False,,per-band amplitude -0.13 mag above quiescence < 1.0 -- not an outburst,-0.133,1.309,0.0,0.98,,
DCAP_group195,fix_a_amplitude_flat,SN 2026plj,ZTF26abcfeco,SN Ia,20.38,2,True,A2_nova_like,"no PS1 source within 3.0""",0.537,0.279,0.0,1.07,0.44,0.44
DCAP_group195,fix_a_amplitude_flat,AT 2026oww,ZTF26abamsxi,,19.44,6,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mla,ZTF18abuzkad,,19.82,30,False,,per-band amplitude -0.11 mag above quiescence < 1.0 -- not an outburst,-0.11,1.421,0.0,987.23,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mkz,ZTF19abbykdf,,18.98,26,True,A1_cv_outburst,"outburst on a PS1 point source 1.54"" away [galactic plane]",1.242,1.005,0.0,303.02,2209.783,
DCAP_group195,fix_a_amplitude_flat,AT 2026mky,ZTF22abeyply,,19.79,4,True,A1_cv_outburst,"outburst on a PS1 point source 2.37"" away [galactic plane]",2.314,0.195,0.0,0.07,1348.94,0.803
DCAP_group195,fix_a_amplitude_flat,AT 2026mkx,ZTF19abitqxu,,18.11,38,False,,per-band amplitude 0.78 mag above quiescence < 1.0 -- not an outburst,0.784,1.505,0.0,320.92,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mkw,ZTF19abfxbro,,19.71,15,True,A1_cv_outburst,"outburst on a PS1 point source 2.49"" away [galactic plane]",2.709,0.929,0.0,826.89,1671.067,4.832
DCAP_group195,fix_a_amplitude_flat,SN 2026mkv,ZTF26aawilct,SN Ia,20.45,2,False,,clean detections span 0.0188 d < 0.02083 d -- cannot exclude a mover,,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mkq,ZTF22aaqhibw,,19.93,10,True,A1_cv_outburst,"outburst on a PS1 point source 2.00"" away [galactic plane]",2.701,0.557,0.0,680.09,736.759,4.776
DCAP_group195,fix_a_amplitude_flat,SN 2026mkp,ZTF26aawgeks,SN II,20.49,2,True,A1_cv_outburst,"outburst on a PS1 point source 2.84"" away",2.329,,0.0,4.06,0.711,0.711
DCAP_group195,fix_a_amplitude_flat,SN 2026mko,ZTF26aawjywa,SN Ia,20.31,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mjy,ZTF26aavbydp,,18.5,4,False,,per-band amplitude -1.04 mag above quiescence < 1.0 -- not an outburst,-1.044,0.085,0.0,4.94,,
DCAP_group195,fix_a_amplitude_flat,SN 2026mjw,ZTF26aauwxfw,SN Ia,19.53,5,False,,"nuclear: on a PS1 galaxy centroid (TDE/AGN territory, out of scope)",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mjv,ZTF26aavkkap,,20.47,2,True,A2_nova_like,"no PS1 source within 3.0""",1.91,0.164,0.0,4.94,0.249,0.249
DCAP_group195,fix_a_amplitude_flat,AT 2026mju,,,17.08,0,False,,no Fink alerts at all,,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mjt,ZTF26aawgeif,,19.07,2,False,,"channel A2_nova_like but ZTF has been detecting this position for 1861 d (> 90 d) -- not a new source, a reference-image hole",3.317,,0.0,1860.98,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mjs,ZTF26aavtfji,,18.99,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mjp,ZTF26aavtzdh,,20.46,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mhn,ZTF26aawcshf,CV,15.84,0,False,,no alerts before the cutoff,,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mep,ZTF26aavfucz,,20.07,2,True,A2_nova_like,"no PS1 source within 3.0""",-1.169,0.117,0.0,2.02,1.364,1.364
DCAP_group195,fix_a_amplitude_flat,AT 2026meo,ZTF26aavmqus,,20.2,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026men,ZTF26aavnmxq,,20.58,1,False,,"only 1 clean detection(s), need 2",,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mem,ZTF26aauuqgi,,19.8,3,True,A2_nova_like,"no PS1 source within 3.0""",-1.445,,0.0,3.02,1.365,1.365
DCAP_group195,fix_a_amplitude_flat,AT 2026mel,ZTF26aavejdk,,20.39,2,True,A2_nova_like,"no PS1 source within 3.0""",-0.952,,0.0,1.03,2.131,2.131
DCAP_group195,fix_a_amplitude_flat,AT 2026mek,ZTF26aavbxof,,20.29,3,False,,per-band amplitude -0.61 mag above quiescence < 1.0 -- not an outburst,-0.608,0.095,0.0,1.05,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mej,ZTF26aavejfx,,20.12,3,False,,per-band amplitude -0.78 mag above quiescence < 1.0 -- not an outburst,-0.779,0.121,0.0,1.07,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mcc,ZTF26aavqdbg,,16.89,4,False,,clean detections span 0.0208 d < 0.02083 d -- cannot exclude a mover,,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mbe,ZTF20abkfgtl,,18.22,2,False,,per-band amplitude 0.12 mag above quiescence < 1.0 -- not an outburst,0.122,,0.0,2129.25,,
DCAP_group195,fix_a_amplitude_flat,AT 2026mbd,ZTF21abgyejm,,18,18,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",0.135,1.697,0.0,0.05,1788.745,
DCAP_group195,fix_a_amplitude_flat,SN 2026mbc,ZTF26aattefl,SN Ia,17.55,6,False,,SIMBAD says Galaxy (known variable or host),,,,,,
DCAP_group195,fix_a_amplitude_flat,AT 2026lvk,ZTF26aaveiqd,,17.05,4,True,A1_cv_outburst,"outburst on a PS1 point source 2.26"" away [galactic plane]",5.082,0.428,0.0,0.07,1.893,1.893
DCAP_group195,fix_a_amplitude_flat,AT 2026lvj,ZTF26aauxipq,,18.74,6,True,A1_cv_outburst,"outburst on a PS1 point source 2.17"" away [galactic plane]",3.368,0.402,0.0,0.1,2.884,2.884
DCAP_group195,fix_a_amplitude_flat,AT 2026lvi,ZTF26aaveohb,,19.062,4,True,A2_nova_like,"no PS1 source within 3.0"" [galactic plane]",2.307,0.201,0.0,0.04,1.889,1.889
